"workerid","IRIPT","IRIEC","ERQApp","ERQSupp","LSAS","spinnerID","payoff1","payoff2","payoff3","prob1","prob2","prob3","win","winProb","angleProp","reactionTime","utteranceID","occludeUtterance","occludeWheel","happy","sad","anger","surprise","disgust","fear","content","disapp","EV","PE","absPE"
86,16,15,19,15,6,24,20,60,90,0.33,0.2,0.47,90,0.47,0.188,64137,5,0,0,7,1,2,4,2,1,7,3,60.9,29.1,29.1
130,18,20,24,13,9,49,50,75,90,0.3,0.52,0.18,50,0.3,0.674,21075,6,1,0,3,7,8,7,7,2,6,8,70.2,-20.2,20.2
75,10,15,22,13,8,1,0,30,60,0.38,0.36,0.26,0,0.38,0.798,16563,8,1,0,1,8,7,5,6,1,1,8,26.4,-26.4,26.4
2,16,14,18,13,5,16,25,60,100,0.45,0.37,0.18,25,0.45,0.417,26174,3,1,0,9,1,1,7,1,1,6,1,51.45,-26.45,26.45
111,18,16,19,24,10,9,15,70,80,0.45,0.29,0.26,80,0.26,0.981,15482,3,0,0,9,1,1,7,1,1,1,1,47.85,32.15,32.15
66,14,14,17,22,10,14,30,50,95,0.33,0.29,0.38,50,0.29,0.166,17741,1,0,1,7,3,3,5,2,1,6,4,60.5,-10.5,10.5
91,12,13,24,23,2,12,20,45,70,0.4,0.34,0.26,70,0.26,0.12,9744,2,0,1,9,1,1,5,1,1,9,1,41.5,28.5,28.5
98,16,15,22,12,9,32,45,60,90,0.52,0.29,0.19,60,0.29,0.699,38498,2,0,1,9,2,2,8,2,1,7,3,57.9,2.1,2.1
35,15,17,17,14,0,1,0,30,60,0.38,0.36,0.26,0,0.38,0.497,24080,1,1,0,1,8,3,8,1,1,2,9,26.4,-26.4,26.4
58,15,16,22,10,9,32,45,60,90,0.52,0.29,0.19,60,0.29,0.239,28817,8,0,0,4,6,6,3,5,2,2,7,57.9,2.1,2.1
15,20,20,18,7,0,32,45,60,90,0.52,0.29,0.19,60,0.29,0.404,27042,6,0,1,5,5,3,7,1,1,5,5,57.9,2.1,2.1
9,13,17,19,20,12,49,50,75,90,0.3,0.52,0.18,50,0.3,0.276,18677,10,1,0,3,5,4,6,4,1,3,7,70.2,-20.2,20.2
5,18,12,20,25,5,24,20,60,90,0.33,0.2,0.47,90,0.47,0.383,43812,10,1,0,9,1,1,9,1,1,8,1,60.9,29.1,29.1
60,13,15,24,18,2,24,20,60,90,0.33,0.2,0.47,90,0.47,0.748,9992,2,1,0,9,1,1,6,1,1,8,1,60.9,29.1,29.1
61,14,10,24,22,0,14,30,50,95,0.33,0.29,0.38,50,0.29,0.094,12447,6,1,0,6,1,1,4,1,1,6,1,60.5,-10.5,10.5
64,13,19,25,23,9,32,45,60,90,0.52,0.29,0.19,60,0.29,0.984,20682,9,0,1,5,6,1,7,1,1,5,7,57.9,2.1,2.1
103,15,12,17,19,6,9,15,70,80,0.45,0.29,0.26,80,0.26,0.566,38973,5,0,1,1,4,3,3,2,1,1,5,47.85,32.15,32.15
137,14,17,22,13,8,12,20,45,70,0.4,0.34,0.26,70,0.26,0.266,23155,8,0,0,2,3,4,5,5,1,3,8,41.5,28.5,28.5
100,14,12,19,24,2,49,50,75,90,0.3,0.52,0.18,50,0.3,0.412,21550,8,1,0,4,1,1,3,2,1,4,2,70.2,-20.2,20.2
3,18,17,24,10,9,32,45,60,90,0.52,0.29,0.19,60,0.29,0.09,33814,6,0,0,5,4,1,4,2,1,3,6,57.9,2.1,2.1
30,9,9,22,9,9,24,20,60,90,0.33,0.2,0.47,90,0.47,0.41,23381,9,0,1,4,6,5,5,6,1,4,6,60.9,29.1,29.1
12,18,18,17,14,3,49,50,75,90,0.3,0.52,0.18,50,0.3,0.594,21100,8,1,0,3,7,2,7,1,1,3,7,70.2,-20.2,20.2
26,17,13,23,21,12,1,0,30,60,0.38,0.36,0.26,0,0.38,0.508,14124,9,1,0,1,9,9,9,9,7,1,9,26.4,-26.4,26.4
76,12,17,18,8,11,14,30,50,95,0.33,0.29,0.38,50,0.29,0.827,14019,1,0,0,8,1,1,2,1,1,8,2,60.5,-10.5,10.5
25,14,14,22,20,7,14,30,50,95,0.33,0.29,0.38,50,0.29,0.461,19852,9,1,0,6,2,2,5,2,2,8,2,60.5,-10.5,10.5
126,16,17,26,12,6,41,0,40,95,0.27,0.4,0.33,40,0.4,0.193,15757,3,1,0,7,2,1,3,2,1,7,3,47.35,-7.35,7.35
68,17,12,20,8,1,41,0,40,95,0.27,0.4,0.33,40,0.4,0.598,15526,1,0,1,8,1,1,6,1,1,9,2,47.35,-7.35,7.35
109,13,14,18,14,13,24,20,60,90,0.33,0.2,0.47,90,0.47,0.255,28352,10,0,0,9,1,1,9,1,1,9,1,60.9,29.1,29.1
47,13,12,16,19,8,1,0,30,60,0.38,0.36,0.26,0,0.38,0.742,20614,1,1,0,2,5,5,4,5,1,2,7,26.4,-26.4,26.4
93,15,19,21,12,6,49,50,75,90,0.3,0.52,0.18,50,0.3,0.134,21382,5,0,0,4,5,6,1,6,1,4,7,70.2,-20.2,20.2
43,12,12,24,24,15,32,45,60,90,0.52,0.29,0.19,60,0.29,0.328,3596,2,1,0,9,8,7,7,5,6,7,6,57.9,2.1,2.1
142,14,17,14,14,4,24,20,60,90,0.33,0.2,0.47,90,0.47,0.23,11800,3,0,0,9,1,1,3,1,1,9,1,60.9,29.1,29.1
59,16,8,23,25,3,16,25,60,100,0.45,0.37,0.18,25,0.45,0.406,17730,1,1,0,2,6,4,5,2,1,2,7,51.45,-26.45,26.45
121,9,18,21,16,2,12,20,45,70,0.4,0.34,0.26,70,0.26,0.591,11494,9,0,1,4,3,2,4,6,1,5,6,41.5,28.5,28.5
144,15,18,20,23,15,9,15,70,80,0.45,0.29,0.26,80,0.26,0.535,16658,8,1,0,9,1,1,9,1,1,9,1,47.85,32.15,32.15
27,11,9,21,27,13,41,0,40,95,0.27,0.4,0.33,40,0.4,0.046,17949,9,0,1,2,3,1,1,2,1,2,3,47.35,-7.35,7.35
78,11,9,18,19,16,14,30,50,95,0.33,0.29,0.38,50,0.29,0.306,27077,9,1,0,7,2,1,7,2,2,1,3,60.5,-10.5,10.5
149,14,14,19,7,2,9,15,70,80,0.45,0.29,0.26,80,0.26,0.594,13117,3,0,0,9,1,1,7,1,1,8,1,47.85,32.15,32.15
124,14,11,20,23,11,16,25,60,100,0.45,0.37,0.18,25,0.45,0.144,19729,6,1,0,3,4,5,4,4,1,5,5,51.45,-26.45,26.45
105,16,13,21,13,6,41,0,40,95,0.27,0.4,0.33,40,0.4,0.497,20781,1,1,0,6,2,1,5,1,1,5,3,47.35,-7.35,7.35
112,19,19,24,12,6,1,0,30,60,0.38,0.36,0.26,0,0.38,0.152,18508,5,1,0,2,8,8,6,8,5,2,8,26.4,-26.4,26.4
16,13,16,18,24,7,1,0,30,60,0.38,0.36,0.26,0,0.38,0.804,19796,9,0,0,1,4,3,3,5,2,1,6,26.4,-26.4,26.4
1,13,12,19,17,9,24,20,60,90,0.33,0.2,0.47,90,0.47,0.994,17281,4,1,0,9,1,1,7,1,1,9,1,60.9,29.1,29.1
92,15,16,21,20,9,41,0,40,95,0.27,0.4,0.33,40,0.4,0.699,31807,9,1,0,5,2,2,5,2,2,5,3,47.35,-7.35,7.35
138,14,13,18,19,6,12,20,45,70,0.4,0.34,0.26,70,0.26,0.991,20100,1,0,1,5,5,1,1,1,1,5,3,41.5,28.5,28.5
87,20,19,23,23,8,12,20,45,70,0.4,0.34,0.26,70,0.26,0.605,24700,5,0,0,7,1,1,5,1,1,1,1,41.5,28.5,28.5
8,20,20,4,22,0,16,25,60,100,0.45,0.37,0.18,25,0.45,0.792,17315,6,1,0,1,4,5,4,3,1,1,9,51.45,-26.45,26.45
110,15,13,20,15,9,12,20,45,70,0.4,0.34,0.26,70,0.26,0.236,24082,9,1,0,9,1,1,8,1,1,9,1,41.5,28.5,28.5
95,13,13,20,18,9,12,20,45,70,0.4,0.34,0.26,70,0.26,0.423,13095,6,0,0,8,1,1,8,1,1,7,1,41.5,28.5,28.5
67,7,15,19,19,14,32,45,60,90,0.52,0.29,0.19,60,0.29,0.215,28447,3,0,1,9,1,1,9,1,1,9,1,57.9,2.1,2.1
140,13,13,17,18,8,41,0,40,95,0.27,0.4,0.33,40,0.4,0.308,15472,2,1,0,5,4,3,6,4,1,7,4,47.35,-7.35,7.35
147,11,14,18,10,7,32,45,60,90,0.52,0.29,0.19,60,0.29,0.701,32032,9,0,1,1,4,3,1,7,1,5,5,57.9,2.1,2.1
83,15,15,16,14,3,1,0,30,60,0.38,0.36,0.26,0,0.38,0.742,39059,9,1,0,1,7,5,3,7,1,1,7,26.4,-26.4,26.4
62,14,13,16,17,2,41,0,40,95,0.27,0.4,0.33,40,0.4,0.106,12689,8,0,0,4,2,1,3,1,1,5,5,47.35,-7.35,7.35
19,14,17,16,19,2,16,25,60,100,0.45,0.37,0.18,25,0.45,0.369,12264,3,0,1,9,1,1,6,1,1,9,2,51.45,-26.45,26.45
134,15,20,27,18,1,12,20,45,70,0.4,0.34,0.26,70,0.26,0.866,18157,4,0,1,9,1,1,9,1,1,9,1,41.5,28.5,28.5
133,19,18,26,20,13,41,0,40,95,0.27,0.4,0.33,40,0.4,0.572,18235,1,1,0,7,2,1,6,1,1,9,1,47.35,-7.35,7.35
33,9,15,6,11,13,12,20,45,70,0.4,0.34,0.26,70,0.26,0.845,18899,10,1,0,9,1,1,7,1,1,2,1,41.5,28.5,28.5
70,14,17,21,7,8,14,30,50,95,0.33,0.29,0.38,50,0.29,0.293,16755,8,0,0,6,2,1,4,5,1,3,8,60.5,-10.5,10.5
150,12,15,9,5,10,9,15,70,80,0.45,0.29,0.26,80,0.26,0.704,33448,1,1,0,7,1,1,6,1,1,5,1,47.85,32.15,32.15
28,9,15,21,24,6,41,0,40,95,0.27,0.4,0.33,40,0.4,0.932,22149,6,0,1,5,5,5,7,6,1,3,6,47.35,-7.35,7.35
34,16,17,24,12,7,1,0,30,60,0.38,0.36,0.26,0,0.38,0.589,22350,4,0,1,5,2,2,8,1,1,5,3,26.4,-26.4,26.4
129,14,16,17,15,14,24,20,60,90,0.33,0.2,0.47,90,0.47,0.704,17629,6,1,0,9,1,1,9,1,1,9,1,60.9,29.1,29.1
115,12,13,15,19,10,9,15,70,80,0.45,0.29,0.26,80,0.26,0.337,15208,6,0,0,9,1,1,9,1,1,8,1,47.85,32.15,32.15
22,20,20,16,16,17,16,25,60,100,0.45,0.37,0.18,25,0.45,0.543,17166,10,0,1,1,7,7,7,6,1,1,8,51.45,-26.45,26.45
10,17,18,22,16,4,49,50,75,90,0.3,0.52,0.18,50,0.3,0.429,30665,9,1,0,3,7,3,6,7,1,1,8,70.2,-20.2,20.2
40,12,12,28,28,0,9,15,70,80,0.45,0.29,0.26,80,0.26,0.366,23143,1,1,0,9,1,1,9,1,1,9,1,47.85,32.15,32.15
148,14,10,18,14,9,9,15,70,80,0.45,0.29,0.26,80,0.26,0.738,12949,3,1,0,8,6,5,5,5,7,4,5,47.85,32.15,32.15
51,18,20,23,19,7,32,45,60,90,0.52,0.29,0.19,60,0.29,0.437,13962,1,1,0,6,3,1,7,1,1,7,3,57.9,2.1,2.1
29,13,16,15,20,11,9,15,70,80,0.45,0.29,0.26,80,0.26,0.634,45551,8,0,0,9,1,1,8,1,1,7,1,47.85,32.15,32.15
120,15,14,15,11,7,49,50,75,90,0.3,0.52,0.18,50,0.3,0.646,15854,10,0,0,6,1,1,2,4,1,1,2,70.2,-20.2,20.2
106,15,15,20,11,11,16,25,60,100,0.45,0.37,0.18,25,0.45,0.838,10844,1,0,1,7,1,1,4,1,1,6,1,51.45,-26.45,26.45
7,16,14,17,17,9,1,0,30,60,0.38,0.36,0.26,0,0.38,0.365,17463,5,1,0,1,4,3,4,3,1,1,8,26.4,-26.4,26.4
24,19,19,24,12,4,41,0,40,95,0.27,0.4,0.33,40,0.4,0.493,24891,8,1,0,5,4,1,5,2,1,5,7,47.35,-7.35,7.35
146,11,12,20,13,0,24,20,60,90,0.33,0.2,0.47,90,0.47,0.913,19507,3,1,0,8,2,2,8,2,2,7,2,60.9,29.1,29.1
71,13,5,28,17,2,12,20,45,70,0.4,0.34,0.26,70,0.26,0.446,10686,6,1,0,9,1,1,9,1,1,9,1,41.5,28.5,28.5
119,17,16,18,4,4,32,45,60,90,0.52,0.29,0.19,60,0.29,0.748,22702,8,0,1,3,4,1,6,3,1,5,5,57.9,2.1,2.1
37,11,14,23,22,11,14,30,50,95,0.33,0.29,0.38,50,0.29,0.104,21161,9,0,1,6,5,3,9,3,1,4,7,60.5,-10.5,10.5
44,17,16,25,15,6,24,20,60,90,0.33,0.2,0.47,90,0.47,0.437,22102,5,0,1,4,5,2,3,2,1,1,6,60.9,29.1,29.1
94,14,17,21,15,7,12,20,45,70,0.4,0.34,0.26,70,0.26,0.028,19154,4,1,0,9,1,1,9,1,1,8,1,41.5,28.5,28.5
141,13,13,17,22,3,9,15,70,80,0.45,0.29,0.26,80,0.26,0.296,17948,1,0,0,9,1,1,4,1,1,7,1,47.85,32.15,32.15
128,16,16,23,10,0,49,50,75,90,0.3,0.52,0.18,50,0.3,0.617,11625,9,1,0,5,2,1,4,1,1,1,3,70.2,-20.2,20.2
143,12,11,11,15,0,16,25,60,100,0.45,0.37,0.18,25,0.45,0.99,17425,3,0,0,6,3,3,4,3,1,1,1,51.45,-26.45,26.45
107,16,18,24,20,12,9,15,70,80,0.45,0.29,0.26,80,0.26,0.093,21761,10,0,1,1,9,7,7,9,5,1,7,47.85,32.15,32.15
77,14,13,23,16,4,49,50,75,90,0.3,0.52,0.18,50,0.3,0.73,23451,5,0,1,3,4,3,5,2,1,2,7,70.2,-20.2,20.2
55,16,17,20,18,6,24,20,60,90,0.33,0.2,0.47,90,0.47,0.282,22644,5,0,0,7,1,1,7,1,1,8,1,60.9,29.1,29.1
31,14,14,28,14,6,1,0,30,60,0.38,0.36,0.26,0,0.38,0.256,16882,5,0,0,2,7,7,7,8,5,2,8,26.4,-26.4,26.4
65,13,11,22,24,12,1,0,30,60,0.38,0.36,0.26,0,0.38,0.695,10825,2,1,0,1,9,9,9,9,9,9,9,26.4,-26.4,26.4
85,17,15,22,10,4,12,20,45,70,0.4,0.34,0.26,70,0.26,0.44,13136,10,0,1,2,8,5,6,5,2,3,7,41.5,28.5,28.5
53,12,17,21,11,5,1,0,30,60,0.38,0.36,0.26,0,0.38,0.941,25825,9,1,0,1,8,4,5,2,1,2,1,26.4,-26.4,26.4
99,16,16,22,12,8,32,45,60,90,0.52,0.29,0.19,60,0.29,0.753,24182,5,1,0,6,4,4,8,4,4,5,7,57.9,2.1,2.1
113,14,16,16,16,9,49,50,75,90,0.3,0.52,0.18,50,0.3,0.46,11009,8,1,0,7,1,1,5,1,1,6,1,70.2,-20.2,20.2
79,16,20,24,8,6,24,20,60,90,0.33,0.2,0.47,90,0.47,0.732,24073,5,0,0,9,1,1,9,1,1,9,1,60.9,29.1,29.1
72,15,19,18,12,17,12,20,45,70,0.4,0.34,0.26,70,0.26,0.015,19884,8,0,1,3,3,1,2,5,1,3,7,41.5,28.5,28.5
97,20,20,28,7,1,49,50,75,90,0.3,0.52,0.18,50,0.3,0.628,28381,3,0,0,7,2,1,2,1,1,4,3,70.2,-20.2,20.2
104,13,12,22,24,12,12,20,45,70,0.4,0.34,0.26,70,0.26,0.619,28637,8,0,0,9,1,1,9,1,9,9,1,41.5,28.5,28.5
108,12,15,18,23,0,9,15,70,80,0.45,0.29,0.26,80,0.26,0.189,13618,4,0,0,9,1,1,9,1,1,9,1,47.85,32.15,32.15
49,19,17,24,8,5,49,50,75,90,0.3,0.52,0.18,50,0.3,0.641,11986,5,0,1,5,5,6,6,4,4,4,7,70.2,-20.2,20.2
90,11,14,8,8,6,49,50,75,90,0.3,0.52,0.18,50,0.3,0.234,16146,9,0,0,4,3,1,4,5,1,2,7,70.2,-20.2,20.2
73,12,12,16,16,2,47,55,70,85,0.28,0.51,0.21,70,0.51,0.392,11300,6,0,1,9,1,1,9,1,1,9,1,68.95,1.05,1.05
11,11,13,24,22,15,16,25,60,100,0.45,0.37,0.18,25,0.45,0.237,11970,7,0,1,3,4,3,4,3,5,5,7,51.45,-26.45,26.45
23,15,16,18,25,10,16,25,60,100,0.45,0.37,0.18,25,0.45,0.504,18587,1,1,0,4,3,1,5,1,1,5,6,51.45,-26.45,26.45
114,18,18,23,21,7,1,0,30,60,0.38,0.36,0.26,0,0.38,0.964,26141,9,0,0,1,6,2,5,7,1,1,7,26.4,-26.4,26.4
127,19,17,23,13,3,12,20,45,70,0.4,0.34,0.26,70,0.26,0.412,13314,3,1,0,9,1,1,6,1,1,9,1,41.5,28.5,28.5
132,11,11,15,16,14,16,25,60,100,0.45,0.37,0.18,25,0.45,0.077,19153,1,0,1,5,1,1,3,2,1,8,2,51.45,-26.45,26.45
101,15,13,24,18,12,12,20,45,70,0.4,0.34,0.26,70,0.26,0.287,19514,1,0,1,7,1,1,2,1,1,2,1,41.5,28.5,28.5
41,14,12,16,18,11,14,30,50,95,0.33,0.29,0.38,50,0.29,0.891,10514,3,1,0,4,2,2,3,1,1,1,4,60.5,-10.5,10.5
21,16,16,19,4,11,16,25,60,100,0.45,0.37,0.18,25,0.45,0.176,16002,2,1,0,3,5,2,1,4,1,5,9,51.45,-26.45,26.45
69,14,14,18,19,3,12,20,45,70,0.4,0.34,0.26,70,0.26,0.935,14169,10,0,0,9,1,1,8,1,1,9,1,41.5,28.5,28.5
82,17,14,20,13,11,24,20,60,90,0.33,0.2,0.47,90,0.47,0.846,17559,10,0,0,9,1,1,9,1,1,9,1,60.9,29.1,29.1
74,12,9,10,8,12,12,20,45,70,0.4,0.34,0.26,70,0.26,0.263,7509,10,0,1,1,5,1,9,1,1,1,6,41.5,28.5,28.5
54,16,17,21,16,9,12,20,45,70,0.4,0.34,0.26,70,0.26,0.409,11569,5,1,0,6,1,1,4,1,1,1,1,41.5,28.5,28.5
32,20,20,21,20,8,1,0,30,60,0.38,0.36,0.26,0,0.38,0.602,16217,7,1,0,1,9,6,7,4,1,1,9,26.4,-26.4,26.4
14,11,13,22,21,11,49,50,75,90,0.3,0.52,0.18,50,0.3,0.564,4654,7,0,1,4,2,7,4,5,2,3,4,70.2,-20.2,20.2
80,20,17,19,21,8,12,20,45,70,0.4,0.34,0.26,70,0.26,0.408,16163,5,0,1,1,6,3,3,4,6,1,7,41.5,28.5,28.5
81,14,16,19,27,15,14,30,50,95,0.33,0.29,0.38,50,0.29,0.824,17257,4,0,0,8,1,1,8,1,1,4,1,60.5,-10.5,10.5
88,16,15,22,20,2,32,45,60,90,0.52,0.29,0.19,60,0.29,0.609,54202,7,0,0,4,1,1,1,6,1,1,8,57.9,2.1,2.1
45,16,18,21,10,5,1,0,30,60,0.38,0.36,0.26,0,0.38,0.14,29788,2,0,0,1,4,7,3,7,3,1,9,26.4,-26.4,26.4
56,18,13,25,16,2,41,0,40,95,0.27,0.4,0.33,40,0.4,0.613,20107,4,0,0,6,2,2,6,2,2,6,3,47.35,-7.35,7.35
117,16,18,24,24,12,1,0,30,60,0.38,0.36,0.26,0,0.38,0.699,24742,5,0,0,1,9,1,6,7,1,2,9,26.4,-26.4,26.4
135,9,14,19,25,12,47,55,70,85,0.28,0.51,0.21,70,0.51,0.879,26007,3,1,0,8,1,1,3,1,1,8,1,68.95,1.05,1.05
96,12,13,22,10,5,24,20,60,90,0.33,0.2,0.47,90,0.47,0.94,21034,10,0,0,4,1,1,8,1,1,4,4,60.9,29.1,29.1
48,18,20,17,9,7,12,20,45,70,0.4,0.34,0.26,70,0.26,0.779,11748,2,1,0,9,1,1,9,1,1,9,1,41.5,28.5,28.5
52,17,17,24,15,10,14,30,50,95,0.33,0.29,0.38,50,0.29,0.622,16122,6,0,1,4,1,1,3,1,1,3,4,60.5,-10.5,10.5
123,20,20,16,13,18,32,45,60,90,0.52,0.29,0.19,60,0.29,0.764,44831,4,0,0,5,1,1,5,1,1,5,1,57.9,2.1,2.1
63,15,16,19,16,5,49,50,75,90,0.3,0.52,0.18,50,0.3,0.955,40655,9,0,0,4,6,6,3,8,1,4,7,70.2,-20.2,20.2
136,14,16,21,12,7,24,20,60,90,0.33,0.2,0.47,90,0.47,0.772,17243,4,0,1,7,2,3,9,2,3,7,3,60.9,29.1,29.1
46,4,4,20,8,13,32,45,60,90,0.52,0.29,0.19,60,0.29,0.864,21872,6,0,1,1,6,3,5,5,1,1,9,57.9,2.1,2.1
118,6,11,23,21,10,24,20,60,90,0.33,0.2,0.47,90,0.47,0.745,18941,6,0,0,3,7,7,5,7,1,2,9,60.9,29.1,29.1
4,19,19,17,13,3,32,45,60,90,0.52,0.29,0.19,60,0.29,0.377,25913,10,0,1,4,2,2,8,2,2,6,2,57.9,2.1,2.1
89,18,20,21,9,8,47,55,70,85,0.28,0.51,0.21,70,0.51,0.418,29539,1,0,0,7,1,1,4,1,1,6,2,68.95,1.05,1.05
42,16,20,20,10,11,16,25,60,100,0.45,0.37,0.18,25,0.45,0.86,17852,2,0,1,9,1,1,8,1,1,7,1,51.45,-26.45,26.45
139,16,15,11,25,14,1,0,30,60,0.38,0.36,0.26,0,0.38,0.204,32347,6,0,1,4,3,3,6,5,2,4,7,26.4,-26.4,26.4
50,18,20,24,4,8,12,20,45,70,0.4,0.34,0.26,70,0.26,0.329,18490,1,0,1,9,1,1,8,1,1,8,1,41.5,28.5,28.5
131,13,14,21,18,8,41,0,40,95,0.27,0.4,0.33,40,0.4,0.297,29463,6,1,0,4,3,2,3,2,1,6,3,47.35,-7.35,7.35
6,16,10,20,16,10,41,0,40,95,0.27,0.4,0.33,40,0.4,0.601,14762,1,0,0,7,1,1,7,1,1,8,2,47.35,-7.35,7.35
18,12,18,23,14,9,12,20,45,70,0.4,0.34,0.26,70,0.26,0.549,15252,1,0,1,8,1,1,8,1,1,7,1,41.5,28.5,28.5
145,13,12,16,21,11,12,20,45,70,0.4,0.34,0.26,70,0.26,0.987,16547,4,1,0,6,1,1,8,1,1,7,1,41.5,28.5,28.5
57,13,13,20,14,0,49,50,75,90,0.3,0.52,0.18,50,0.3,0.21,26970,4,1,0,5,2,2,3,1,1,5,4,70.2,-20.2,20.2
36,16,15,23,15,8,16,25,60,100,0.45,0.37,0.18,25,0.45,0.173,17942,4,1,0,3,5,1,5,2,1,4,8,51.45,-26.45,26.45
116,10,9,21,19,8,32,45,60,90,0.52,0.29,0.19,60,0.29,0.941,12122,10,0,1,3,6,5,2,5,4,2,4,57.9,2.1,2.1
38,17,16,28,16,3,14,30,50,95,0.33,0.29,0.38,50,0.29,0.583,51278,4,1,0,6,2,1,2,1,1,7,5,60.5,-10.5,10.5
13,13,14,20,17,7,16,25,60,100,0.45,0.37,0.18,25,0.45,0.983,77958,9,0,1,1,5,2,5,5,1,1,5,51.45,-26.45,26.45
102,13,15,19,16,1,32,45,60,90,0.52,0.29,0.19,60,0.29,0.649,100435,5,0,1,1,3,2,3,3,2,1,3,57.9,2.1,2.1
20,13,17,27,15,7,14,30,50,95,0.33,0.29,0.38,50,0.29,0.86,12928,2,0,0,9,1,1,7,1,1,8,1,60.5,-10.5,10.5
122,18,18,18,22,13,47,55,70,85,0.28,0.51,0.21,70,0.51,0.066,14176,5,1,0,8,1,1,3,1,4,8,1,68.95,1.05,1.05
39,16,15,21,16,6,16,25,60,100,0.45,0.37,0.18,25,0.45,0.381,30740,10,0,1,2,6,4,6,6,2,2,8,51.45,-26.45,26.45
125,13,16,14,23,10,32,45,60,90,0.52,0.29,0.19,60,0.29,0.66,9747,6,0,1,5,4,4,5,5,5,4,5,57.9,2.1,2.1
84,12,15,16,11,6,41,0,40,95,0.27,0.4,0.33,40,0.4,0.346,19558,4,0,1,8,2,3,8,2,2,2,2,47.35,-7.35,7.35
17,18,20,28,5,0,47,55,70,85,0.28,0.51,0.21,70,0.51,0.149,20972,7,0,0,7,1,1,9,1,1,5,1,68.95,1.05,1.05
86,16,15,19,15,6,1,0,30,60,0.38,0.36,0.26,0,0.38,0.438,33066,7,1,0,1,7,7,3,6,2,1,9,26.4,-26.4,26.4
130,18,20,24,13,9,47,55,70,85,0.28,0.51,0.21,70,0.51,0.956,21652,10,0,0,8,1,1,9,1,1,9,1,68.95,1.05,1.05
75,10,15,22,13,8,14,30,50,95,0.33,0.29,0.38,50,0.29,0.387,12435,3,0,1,9,1,1,7,1,1,6,1,60.5,-10.5,10.5
2,16,14,18,13,5,24,20,60,90,0.33,0.2,0.47,90,0.47,0.46,30553,7,0,1,3,3,3,3,3,1,4,3,60.9,29.1,29.1
111,18,16,19,24,10,24,20,60,90,0.33,0.2,0.47,90,0.47,0.196,21259,7,0,1,1,3,5,1,5,1,7,9,60.9,29.1,29.1
66,14,14,17,22,10,12,20,45,70,0.4,0.34,0.26,70,0.26,0.88,16351,7,0,1,3,6,8,5,6,2,3,7,41.5,28.5,28.5
91,12,13,24,23,2,41,0,40,95,0.27,0.4,0.33,40,0.4,0.514,12772,5,0,1,1,6,7,5,6,1,1,8,47.35,-7.35,7.35
98,16,15,22,12,9,14,30,50,95,0.33,0.29,0.38,50,0.29,0.794,28601,6,0,1,6,2,1,7,1,1,6,2,60.5,-10.5,10.5
35,15,17,17,14,0,41,0,40,95,0.27,0.4,0.33,40,0.4,0.854,24854,5,0,0,3,5,1,5,5,1,3,6,47.35,-7.35,7.35
58,15,16,22,10,9,41,0,40,95,0.27,0.4,0.33,40,0.4,0.56,27658,5,1,0,5,5,5,2,4,2,5,4,47.35,-7.35,7.35
15,20,20,18,7,0,12,20,45,70,0.4,0.34,0.26,70,0.26,0.024,28009,9,0,1,4,6,4,3,6,1,4,7,41.5,28.5,28.5
9,13,17,19,20,12,41,0,40,95,0.27,0.4,0.33,40,0.4,0.75,54625,5,0,0,3,5,4,2,5,1,2,8,47.35,-7.35,7.35
5,18,12,20,25,5,1,0,30,60,0.38,0.36,0.26,0,0.38,0.486,17777,4,0,0,1,7,9,9,1,1,1,9,26.4,-26.4,26.4
60,13,15,24,18,2,12,20,45,70,0.4,0.34,0.26,70,0.26,0.864,19132,4,0,1,5,3,1,8,1,1,5,3,41.5,28.5,28.5
61,14,10,24,22,0,32,45,60,90,0.52,0.29,0.19,60,0.29,0.888,13113,9,1,0,8,1,1,4,1,1,8,1,57.9,2.1,2.1
64,13,19,25,23,9,49,50,75,90,0.3,0.52,0.18,50,0.3,0.161,29503,7,0,1,1,6,8,8,7,1,2,9,70.2,-20.2,20.2
103,15,12,17,19,6,32,45,60,90,0.52,0.29,0.19,60,0.29,0.43,50836,6,0,1,6,1,1,4,1,1,4,2,57.9,2.1,2.1
137,14,17,22,13,8,32,45,60,90,0.52,0.29,0.19,60,0.29,0.081,19626,2,0,1,8,1,2,6,1,1,6,1,57.9,2.1,2.1
100,14,12,19,24,2,41,0,40,95,0.27,0.4,0.33,40,0.4,0.475,17886,9,0,0,1,8,9,3,8,1,1,9,47.35,-7.35,7.35
3,18,17,24,10,9,12,20,45,70,0.4,0.34,0.26,70,0.26,0.291,16269,3,0,0,7,1,1,6,1,1,8,1,41.5,28.5,28.5
30,9,9,22,9,9,32,45,60,90,0.52,0.29,0.19,60,0.29,0.299,43688,7,0,0,5,5,4,4,6,1,3,7,57.9,2.1,2.1
12,18,18,17,14,3,32,45,60,90,0.52,0.29,0.19,60,0.29,0.41,14410,1,0,1,7,1,1,6,1,1,1,1,57.9,2.1,2.1
26,17,13,23,21,12,49,50,75,90,0.3,0.52,0.18,50,0.3,0.661,19124,2,0,1,9,1,1,9,1,3,9,1,70.2,-20.2,20.2
76,12,17,18,8,11,12,20,45,70,0.4,0.34,0.26,70,0.26,0.227,19390,7,0,1,2,5,3,5,1,1,2,5,41.5,28.5,28.5
