"workerid","IRIPT","IRIEC","ERQApp","ERQSupp","LSAS","spinnerID","payoff1","payoff2","payoff3","prob1","prob2","prob3","win","winProb","angleProp","reactionTime","faceID","faceValence","faceArousal","occludeFace","occludeWheel","happy","sad","anger","surprise","disgust","fear","content","disapp","EV","PE","absPE"
57,17,20,27,23,6,47,55,70,85,0.28,0.51,0.21,70,0.51,0.666,21439,4,0,0,0,1,6,2,3,6,2,1,8,3,68.95,1.05,1.05
407,12,7,22,12,3,49,50,75,90,0.3,0.52,0.18,50,0.3,0.02,25201,7,3,0,1,0,6,4,4,6,1,1,6,4,70.2,-20.2,20.2
241,15,17,28,19,7,47,55,70,85,0.28,0.51,0.21,70,0.51,0.878,39772,32,0,4,1,0,8,1,1,6,1,1,8,2,68.95,1.05,1.05
211,14,18,21,9,12,49,50,75,90,0.3,0.52,0.18,50,0.3,0.658,34095,35,3,4,1,0,3,8,6,5,1,1,1,9,70.2,-20.2,20.2
194,18,17,23,20,12,24,20,60,90,0.33,0.2,0.47,90,0.47,0.598,45876,1,-3,0,0,0,4,1,1,1,1,1,4,1,60.9,29.1,29.1
220,13,14,17,19,4,16,25,60,100,0.45,0.37,0.18,25,0.45,0.838,47042,4,0,0,0,0,1,1,5,1,1,1,3,2,51.45,-26.45,26.45
14,17,11,18,17,0,12,20,45,70,0.4,0.34,0.26,70,0.26,0.524,14627,35,3,4,0,0,9,1,1,8,1,1,8,1,41.5,28.5,28.5
268,15,16,21,18,3,14,30,50,95,0.33,0.29,0.38,50,0.29,0.038,28689,36,4,4,0,0,6,2,2,4,2,1,5,4,60.5,-10.5,10.5
203,13,16,21,19,7,41,0,40,95,0.27,0.4,0.33,40,0.4,0.245,32514,41,4,9,1,0,7,3,1,7,1,1,8,4,47.35,-7.35,7.35
139,19,18,28,9,5,9,15,70,80,0.45,0.29,0.26,80,0.26,0.26,20687,41,4,9,0,1,7,3,3,3,2,2,7,2,47.85,32.15,32.15
463,11,8,12,23,15,14,30,50,95,0.33,0.29,0.38,50,0.29,0.034,34946,27,2,3,1,0,7,1,2,8,3,1,6,4,60.5,-10.5,10.5
96,10,14,20,14,5,32,45,60,90,0.52,0.29,0.19,60,0.29,0.235,33392,9,-2,1,0,0,6,2,2,6,2,2,6,2,57.9,2.1,2.1
404,20,20,24,13,10,9,15,70,80,0.45,0.29,0.26,80,0.26,0.443,32114,9,-2,1,0,1,6,3,2,9,2,1,4,3,47.85,32.15,32.15
369,19,20,28,13,4,41,0,40,95,0.27,0.4,0.33,40,0.4,0.37,30825,38,4,6,0,0,6,1,1,7,1,1,6,3,47.35,-7.35,7.35
373,11,15,21,15,11,47,55,70,85,0.28,0.51,0.21,70,0.51,0.319,32953,37,4,5,1,0,6,2,2,5,1,1,8,1,68.95,1.05,1.05
5,13,17,22,8,6,16,25,60,100,0.45,0.37,0.18,25,0.45,0.416,34210,39,4,7,0,0,4,5,3,3,2,1,3,9,51.45,-26.45,26.45
442,16,14,22,10,5,32,45,60,90,0.52,0.29,0.19,60,0.29,0.909,31303,17,-1,2,0,0,5,2,1,4,1,1,1,2,57.9,2.1,2.1
248,10,18,10,19,4,32,45,60,90,0.52,0.29,0.19,60,0.29,0.796,32342,23,-2,3,1,0,7,1,1,4,1,1,4,3,57.9,2.1,2.1
383,16,12,18,17,11,49,50,75,90,0.3,0.52,0.18,50,0.3,0.376,23040,39,4,7,0,0,4,1,1,1,1,1,2,1,70.2,-20.2,20.2
111,19,20,27,17,3,16,25,60,100,0.45,0.37,0.18,25,0.45,0.252,16868,39,4,7,1,0,4,6,2,2,1,1,5,8,51.45,-26.45,26.45
458,9,13,23,23,16,16,25,60,100,0.45,0.37,0.18,25,0.45,0.424,51058,19,1,2,1,0,2,2,5,2,7,1,1,5,51.45,-26.45,26.45
359,17,18,24,15,9,41,0,40,95,0.27,0.4,0.33,40,0.4,0.334,23994,17,-1,2,1,0,7,3,3,3,1,1,7,6,47.35,-7.35,7.35
250,15,14,24,14,8,16,25,60,100,0.45,0.37,0.18,25,0.45,0.972,27274,39,4,7,0,0,6,1,2,1,1,1,5,2,51.45,-26.45,26.45
98,12,15,18,18,13,16,25,60,100,0.45,0.37,0.18,25,0.45,0.175,24653,13,2,1,0,1,7,1,1,6,1,1,8,2,51.45,-26.45,26.45
270,16,20,23,19,10,41,0,40,95,0.27,0.4,0.33,40,0.4,0.544,19759,40,4,8,0,1,1,7,4,1,7,2,1,9,47.35,-7.35,7.35
388,16,12,9,10,11,32,45,60,90,0.52,0.29,0.19,60,0.29,0.798,30660,23,-2,3,0,1,2,2,4,7,1,1,2,4,57.9,2.1,2.1
166,14,14,19,11,11,12,20,45,70,0.4,0.34,0.26,70,0.26,0.562,28342,36,4,4,0,0,6,2,1,5,1,2,2,1,41.5,28.5,28.5
97,19,20,25,6,2,49,50,75,90,0.3,0.52,0.18,50,0.3,0.436,30173,37,4,5,0,0,5,5,3,1,1,2,4,5,70.2,-20.2,20.2
229,11,12,20,6,7,16,25,60,100,0.45,0.37,0.18,25,0.45,0.081,40043,38,4,6,0,0,7,3,2,2,2,1,6,6,51.45,-26.45,26.45
394,16,20,22,16,6,9,15,70,80,0.45,0.29,0.26,80,0.26,0.085,39978,41,4,9,0,1,4,2,2,2,2,3,4,4,47.85,32.15,32.15
209,13,16,23,17,11,9,15,70,80,0.45,0.29,0.26,80,0.26,0.602,40160,40,4,8,0,1,6,2,2,5,2,2,5,3,47.85,32.15,32.15
69,15,18,8,17,7,41,0,40,95,0.27,0.4,0.33,40,0.4,0.661,33105,13,2,1,1,0,4,6,6,7,4,1,5,8,47.35,-7.35,7.35
143,15,16,16,17,4,47,55,70,85,0.28,0.51,0.21,70,0.51,0.03,28928,40,4,8,1,0,6,3,2,3,1,1,6,4,68.95,1.05,1.05
232,15,16,19,8,3,12,20,45,70,0.4,0.34,0.26,70,0.26,0.084,46726,38,4,6,0,0,6,1,1,8,1,1,9,1,41.5,28.5,28.5
230,14,15,23,21,6,47,55,70,85,0.28,0.51,0.21,70,0.51,0.818,20847,13,2,1,0,1,8,1,1,5,1,1,5,1,68.95,1.05,1.05
63,15,20,19,16,15,49,50,75,90,0.3,0.52,0.18,50,0.3,0.714,15820,36,4,4,1,0,7,3,2,8,2,2,8,3,70.2,-20.2,20.2
95,16,15,23,14,14,32,45,60,90,0.52,0.29,0.19,60,0.29,0.639,32809,36,4,4,0,0,6,6,3,3,6,1,4,7,57.9,2.1,2.1
308,7,11,26,23,4,12,20,45,70,0.4,0.34,0.26,70,0.26,0.498,24844,23,-2,3,1,0,9,1,1,7,1,1,7,1,41.5,28.5,28.5
329,17,13,14,19,9,14,30,50,95,0.33,0.29,0.38,50,0.29,0.487,19113,17,-1,2,0,0,5,1,1,3,2,1,2,4,60.5,-10.5,10.5
223,18,17,22,14,0,32,45,60,90,0.52,0.29,0.19,60,0.29,0.143,47828,19,1,2,1,0,9,1,1,7,1,1,8,2,57.9,2.1,2.1
100,17,13,20,12,7,12,20,45,70,0.4,0.34,0.26,70,0.26,0.945,25049,17,-1,2,1,0,9,1,1,7,1,1,9,1,41.5,28.5,28.5
224,17,13,23,17,6,47,55,70,85,0.28,0.51,0.21,70,0.51,0.519,28821,19,1,2,1,0,7,2,2,4,1,1,6,2,68.95,1.05,1.05
106,18,17,21,13,14,47,55,70,85,0.28,0.51,0.21,70,0.51,0.395,32858,9,-2,1,0,1,3,3,1,1,1,1,3,7,68.95,1.05,1.05
444,13,14,24,14,3,47,55,70,85,0.28,0.51,0.21,70,0.51,0.035,22926,23,-2,3,1,0,7,2,2,5,1,1,7,3,68.95,1.05,1.05
347,16,16,23,19,13,41,0,40,95,0.27,0.4,0.33,40,0.4,0.277,27360,41,4,9,1,0,5,2,1,1,1,1,5,2,47.35,-7.35,7.35
432,10,18,20,8,8,47,55,70,85,0.28,0.51,0.21,70,0.51,0.254,24439,19,1,2,0,0,4,3,2,4,1,1,4,7,68.95,1.05,1.05
424,16,20,18,18,6,41,0,40,95,0.27,0.4,0.33,40,0.4,0.343,36480,37,4,5,0,0,5,4,1,1,1,1,2,5,47.35,-7.35,7.35
13,14,20,24,16,8,12,20,45,70,0.4,0.34,0.26,70,0.26,0.993,38222,9,-2,1,0,1,2,7,1,1,1,1,1,8,41.5,28.5,28.5
402,18,11,24,18,13,41,0,40,95,0.27,0.4,0.33,40,0.4,0.539,40613,38,4,6,1,0,4,3,3,6,1,5,8,5,47.35,-7.35,7.35
176,17,18,24,12,6,9,15,70,80,0.45,0.29,0.26,80,0.26,0.043,18610,17,-1,2,1,0,9,1,1,9,1,1,9,1,47.85,32.15,32.15
368,11,15,19,19,11,14,30,50,95,0.33,0.29,0.38,50,0.29,0.19,19461,13,2,1,0,0,5,3,3,4,3,3,7,4,60.5,-10.5,10.5
131,17,13,13,7,6,47,55,70,85,0.28,0.51,0.21,70,0.51,0.758,31844,38,4,6,1,0,9,1,1,5,1,1,5,1,68.95,1.05,1.05
297,20,19,24,12,3,32,45,60,90,0.52,0.29,0.19,60,0.29,0.523,30639,19,1,2,0,0,6,1,1,8,1,1,7,3,57.9,2.1,2.1
238,16,16,15,13,6,14,30,50,95,0.33,0.29,0.38,50,0.29,0.133,22833,39,4,7,0,0,7,3,3,5,3,3,7,5,60.5,-10.5,10.5
142,14,16,18,6,11,12,20,45,70,0.4,0.34,0.26,70,0.26,0.323,30598,38,4,6,0,1,6,2,2,6,2,1,7,4,41.5,28.5,28.5
61,16,16,25,12,5,12,20,45,70,0.4,0.34,0.26,70,0.26,0.716,36987,38,4,6,0,0,5,2,1,5,1,1,5,3,41.5,28.5,28.5
280,14,9,13,14,4,24,20,60,90,0.33,0.2,0.47,90,0.47,0.449,17101,40,4,8,1,0,9,1,1,7,1,1,1,1,60.9,29.1,29.1
405,8,6,4,11,3,9,15,70,80,0.45,0.29,0.26,80,0.26,0.01,28076,37,4,5,0,0,7,1,1,8,1,1,6,1,47.85,32.15,32.15
381,16,18,23,9,6,47,55,70,85,0.28,0.51,0.21,70,0.51,0.943,57997,41,4,9,1,0,9,1,1,7,1,1,6,1,68.95,1.05,1.05
257,14,12,15,13,1,9,15,70,80,0.45,0.29,0.26,80,0.26,0.296,12748,13,2,1,0,0,6,1,1,4,1,1,7,1,47.85,32.15,32.15
34,19,15,22,22,0,49,50,75,90,0.3,0.52,0.18,50,0.3,0.75,40107,9,-2,1,0,0,2,3,1,1,1,9,2,2,70.2,-20.2,20.2
255,17,18,19,26,17,49,50,75,90,0.3,0.52,0.18,50,0.3,0.445,20562,36,4,4,0,0,7,6,4,7,3,3,6,7,70.2,-20.2,20.2
56,11,11,19,21,9,12,20,45,70,0.4,0.34,0.26,70,0.26,0.658,30367,9,-2,1,0,1,2,7,6,5,7,3,5,7,41.5,28.5,28.5
276,13,10,15,18,8,24,20,60,90,0.33,0.2,0.47,90,0.47,0.605,15511,41,4,9,0,1,7,3,3,4,7,6,6,6,60.9,29.1,29.1
182,8,15,19,10,0,9,15,70,80,0.45,0.29,0.26,80,0.26,0.375,17944,39,4,7,0,1,9,1,1,5,1,1,6,1,47.85,32.15,32.15
355,11,12,11,15,12,9,15,70,80,0.45,0.29,0.26,80,0.26,0.465,32844,27,2,3,1,0,9,1,1,9,1,1,9,1,47.85,32.15,32.15
200,8,4,11,14,8,24,20,60,90,0.33,0.2,0.47,90,0.47,0.921,29156,36,4,4,1,0,8,1,1,7,1,1,7,1,60.9,29.1,29.1
447,19,14,21,27,9,47,55,70,85,0.28,0.51,0.21,70,0.51,0.448,31400,27,2,3,1,0,7,1,1,3,1,1,9,2,68.95,1.05,1.05
462,10,13,24,22,13,12,20,45,70,0.4,0.34,0.26,70,0.26,0.157,32119,38,4,6,0,0,7,2,1,5,1,2,7,1,41.5,28.5,28.5
43,20,20,23,8,8,14,30,50,95,0.33,0.29,0.38,50,0.29,0.601,22377,17,-1,2,0,1,4,4,4,6,1,1,5,6,60.5,-10.5,10.5
218,17,15,22,13,2,47,55,70,85,0.28,0.51,0.21,70,0.51,0.019,22583,38,4,6,0,1,6,1,1,5,1,1,1,3,68.95,1.05,1.05
44,16,16,23,8,10,41,0,40,95,0.27,0.4,0.33,40,0.4,0.261,34952,23,-2,3,0,1,1,7,6,4,2,1,1,9,47.35,-7.35,7.35
313,18,19,24,25,5,24,20,60,90,0.33,0.2,0.47,90,0.47,0.624,20531,13,2,1,1,0,9,1,1,9,1,1,1,1,60.9,29.1,29.1
351,15,15,19,21,9,14,30,50,95,0.33,0.29,0.38,50,0.29,0.961,31043,40,4,8,1,0,5,3,2,5,1,1,1,5,60.5,-10.5,10.5
33,14,18,21,15,2,12,20,45,70,0.4,0.34,0.26,70,0.26,0.265,16895,41,4,9,1,0,9,1,1,7,1,1,1,1,41.5,28.5,28.5
17,15,16,25,18,3,14,30,50,95,0.33,0.29,0.38,50,0.29,0.319,46866,37,4,5,0,0,7,1,1,1,1,1,6,1,60.5,-10.5,10.5
192,18,20,26,10,4,49,50,75,90,0.3,0.52,0.18,50,0.3,0.266,60484,27,2,3,1,0,6,1,1,6,1,1,7,2,70.2,-20.2,20.2
114,9,14,17,24,17,14,30,50,95,0.33,0.29,0.38,50,0.29,0.87,36215,27,2,3,0,1,7,3,5,4,1,1,6,6,60.5,-10.5,10.5
222,17,17,23,9,4,41,0,40,95,0.27,0.4,0.33,40,0.4,0.117,34448,38,4,6,1,0,7,1,1,7,1,1,7,3,47.35,-7.35,7.35
145,12,12,16,22,8,16,25,60,100,0.45,0.37,0.18,25,0.45,0.857,35700,36,4,4,1,0,5,3,3,3,3,2,4,6,51.45,-26.45,26.45
446,16,8,20,19,5,49,50,75,90,0.3,0.52,0.18,50,0.3,0.842,22663,23,-2,3,1,0,6,6,3,6,1,1,5,5,70.2,-20.2,20.2
189,18,19,6,7,14,49,50,75,90,0.3,0.52,0.18,50,0.3,0.297,43275,38,4,6,1,0,3,6,6,7,7,3,5,7,70.2,-20.2,20.2
267,9,10,9,13,13,14,30,50,95,0.33,0.29,0.38,50,0.29,0.691,23888,40,4,8,0,1,5,2,1,4,1,1,5,1,60.5,-10.5,10.5
92,20,17,13,26,7,41,0,40,95,0.27,0.4,0.33,40,0.4,0.173,21001,19,1,2,0,1,4,2,1,7,1,1,4,1,47.35,-7.35,7.35
243,13,15,24,17,11,16,25,60,100,0.45,0.37,0.18,25,0.45,0.723,55471,17,-1,2,1,0,4,5,6,5,7,2,3,7,51.45,-26.45,26.45
87,9,5,22,19,11,9,15,70,80,0.45,0.29,0.26,80,0.26,0.932,16956,38,4,6,1,0,9,1,1,9,1,4,8,1,47.85,32.15,32.15
265,18,16,21,4,6,12,20,45,70,0.4,0.34,0.26,70,0.26,0.184,23717,23,-2,3,0,0,2,6,6,2,3,1,2,7,41.5,28.5,28.5
45,9,15,21,17,6,12,20,45,70,0.4,0.34,0.26,70,0.26,0.272,33844,37,4,5,0,1,4,2,6,2,6,1,1,4,41.5,28.5,28.5
112,18,14,21,18,7,16,25,60,100,0.45,0.37,0.18,25,0.45,0.424,28542,9,-2,1,1,0,4,1,1,1,1,1,1,7,51.45,-26.45,26.45
445,14,13,18,14,5,41,0,40,95,0.27,0.4,0.33,40,0.4,0.427,19255,19,1,2,0,0,6,2,2,6,1,1,5,2,47.35,-7.35,7.35
385,15,11,22,15,6,16,25,60,100,0.45,0.37,0.18,25,0.45,0.536,31309,19,1,2,1,0,4,6,4,3,4,1,4,6,51.45,-26.45,26.45
333,19,20,20,20,14,12,20,45,70,0.4,0.34,0.26,70,0.26,0.211,45455,23,-2,3,0,0,3,2,1,8,1,2,8,2,41.5,28.5,28.5
429,13,9,26,16,7,49,50,75,90,0.3,0.52,0.18,50,0.3,0.894,34092,19,1,2,1,0,5,3,3,2,1,1,6,5,70.2,-20.2,20.2
273,19,14,23,24,12,47,55,70,85,0.28,0.51,0.21,70,0.51,0.951,33277,38,4,6,0,0,4,1,1,2,1,1,6,2,68.95,1.05,1.05
326,16,12,21,13,4,49,50,75,90,0.3,0.52,0.18,50,0.3,0.025,30886,37,4,5,0,0,3,5,6,7,6,4,3,7,70.2,-20.2,20.2
113,16,17,25,10,6,9,15,70,80,0.45,0.29,0.26,80,0.26,0.704,60888,41,4,9,0,1,4,1,2,1,1,1,3,1,47.85,32.15,32.15
102,11,15,26,25,10,32,45,60,90,0.52,0.29,0.19,60,0.29,0.318,22410,9,-2,1,0,1,4,7,7,3,7,7,6,7,57.9,2.1,2.1
259,10,8,24,27,9,16,25,60,100,0.45,0.37,0.18,25,0.45,0.876,18018,39,4,7,0,1,6,2,1,5,1,1,9,2,51.45,-26.45,26.45
393,15,16,14,27,11,9,15,70,80,0.45,0.29,0.26,80,0.26,0.802,30909,41,4,9,0,1,3,5,5,3,5,2,3,5,47.85,32.15,32.15
49,16,17,15,5,13,9,15,70,80,0.45,0.29,0.26,80,0.26,0.456,20059,27,2,3,0,1,7,2,2,7,2,1,6,1,47.85,32.15,32.15
170,16,15,20,18,5,47,55,70,85,0.28,0.51,0.21,70,0.51,0.633,17926,39,4,7,0,0,4,3,3,2,4,2,2,6,68.95,1.05,1.05
76,20,15,17,20,8,32,45,60,90,0.52,0.29,0.19,60,0.29,0.804,50200,9,-2,1,0,0,6,6,2,4,3,1,4,8,57.9,2.1,2.1
350,15,15,20,19,8,49,50,75,90,0.3,0.52,0.18,50,0.3,0.108,70168,9,-2,1,1,0,3,7,2,6,2,2,3,8,70.2,-20.2,20.2
188,14,18,18,18,12,14,30,50,95,0.33,0.29,0.38,50,0.29,0.045,32610,39,4,7,1,0,6,1,2,2,2,1,2,5,60.5,-10.5,10.5
117,19,18,21,18,0,47,55,70,85,0.28,0.51,0.21,70,0.51,0.634,27495,38,4,6,1,0,5,1,1,1,1,1,6,2,68.95,1.05,1.05
411,11,13,14,18,2,14,30,50,95,0.33,0.29,0.38,50,0.29,0.553,13707,36,4,4,0,1,3,4,3,5,3,2,2,3,60.5,-10.5,10.5
357,15,13,15,17,15,41,0,40,95,0.27,0.4,0.33,40,0.4,0.267,20058,38,4,6,1,0,7,2,1,5,1,1,1,3,47.35,-7.35,7.35
285,12,12,19,17,5,24,20,60,90,0.33,0.2,0.47,90,0.47,0.02,28218,17,-1,2,0,0,6,4,3,3,2,1,1,2,60.9,29.1,29.1
70,14,16,18,17,6,14,30,50,95,0.33,0.29,0.38,50,0.29,0.165,25914,13,2,1,1,0,7,3,2,6,2,2,2,2,60.5,-10.5,10.5
345,14,10,24,22,11,41,0,40,95,0.27,0.4,0.33,40,0.4,0.285,32448,37,4,5,0,0,6,5,3,1,1,1,4,3,47.35,-7.35,7.35
210,6,5,19,22,6,32,45,60,90,0.52,0.29,0.19,60,0.29,0.426,32077,37,4,5,0,1,8,3,2,9,1,4,7,3,57.9,2.1,2.1
360,11,11,16,15,10,14,30,50,95,0.33,0.29,0.38,50,0.29,0.951,7382,27,2,3,0,0,3,5,4,6,4,4,2,3,60.5,-10.5,10.5
413,12,12,16,16,0,9,15,70,80,0.45,0.29,0.26,80,0.26,0.219,14969,39,4,7,0,0,6,1,1,1,1,1,7,1,47.85,32.15,32.15
78,9,10,5,21,12,47,55,70,85,0.28,0.51,0.21,70,0.51,0.87,32526,23,-2,3,0,0,5,2,1,4,1,1,5,2,68.95,1.05,1.05
401,18,17,23,18,11,24,20,60,90,0.33,0.2,0.47,90,0.47,0.452,22141,36,4,4,0,0,8,1,1,7,1,1,7,1,60.9,29.1,29.1
325,14,18,22,13,10,12,20,45,70,0.4,0.34,0.26,70,0.26,0.717,80822,37,4,5,0,0,9,1,1,8,1,1,9,1,41.5,28.5,28.5
177,15,19,14,10,7,9,15,70,80,0.45,0.29,0.26,80,0.26,0.887,46926,19,1,2,0,1,4,4,4,7,3,4,5,3,47.85,32.15,32.15
54,16,16,23,12,7,9,15,70,80,0.45,0.29,0.26,80,0.26,0.467,31787,39,4,7,0,1,5,2,1,4,2,1,1,4,47.85,32.15,32.15
399,14,10,20,12,5,24,20,60,90,0.33,0.2,0.47,90,0.47,0.493,26806,13,2,1,0,1,6,2,1,2,1,1,6,2,60.9,29.1,29.1
221,16,14,22,18,6,12,20,45,70,0.4,0.34,0.26,70,0.26,0.769,39290,37,4,5,0,1,5,3,4,6,6,1,1,5,41.5,28.5,28.5
72,16,15,23,10,8,24,20,60,90,0.33,0.2,0.47,90,0.47,0.12,13777,38,4,6,1,0,9,1,1,8,1,1,8,1,60.9,29.1,29.1
301,14,8,20,13,11,47,55,70,85,0.28,0.51,0.21,70,0.51,0.246,22877,37,4,5,0,0,8,1,1,6,1,1,7,2,68.95,1.05,1.05
453,16,16,26,23,10,16,25,60,100,0.45,0.37,0.18,25,0.45,0.258,35615,41,4,9,0,1,4,1,4,1,1,1,1,4,51.45,-26.45,26.45
409,15,13,11,24,12,16,25,60,100,0.45,0.37,0.18,25,0.45,0.859,32432,23,-2,3,1,0,4,2,1,3,1,1,2,7,51.45,-26.45,26.45
387,20,14,17,4,1,47,55,70,85,0.28,0.51,0.21,70,0.51,0.833,142577,40,4,8,0,0,6,5,1,7,1,1,4,1,68.95,1.05,1.05
20,14,10,14,15,7,32,45,60,90,0.52,0.29,0.19,60,0.29,0.289,11577,27,2,3,1,0,7,4,3,6,7,7,6,6,57.9,2.1,2.1
266,18,11,23,15,6,41,0,40,95,0.27,0.4,0.33,40,0.4,0.98,14928,41,4,9,0,0,7,2,2,2,2,2,8,2,47.35,-7.35,7.35
40,15,15,17,13,7,47,55,70,85,0.28,0.51,0.21,70,0.51,0.735,24765,41,4,9,0,1,5,1,1,4,3,1,2,3,68.95,1.05,1.05
451,17,19,16,12,5,14,30,50,95,0.33,0.29,0.38,50,0.29,0.73,27815,40,4,8,0,0,8,1,1,7,1,1,9,3,60.5,-10.5,10.5
129,10,12,23,23,13,24,20,60,90,0.33,0.2,0.47,90,0.47,0.019,25758,27,2,3,1,0,8,2,2,7,2,2,7,1,60.9,29.1,29.1
253,13,18,19,9,9,49,50,75,90,0.3,0.52,0.18,50,0.3,0.787,23014,36,4,4,0,1,7,2,2,3,1,1,7,3,70.2,-20.2,20.2
16,18,14,23,14,5,47,55,70,85,0.28,0.51,0.21,70,0.51,0.926,20372,23,-2,3,1,0,6,2,2,5,2,2,8,3,68.95,1.05,1.05
278,14,15,18,14,8,41,0,40,95,0.27,0.4,0.33,40,0.4,0.432,30035,13,2,1,0,1,6,2,2,5,2,2,5,2,47.35,-7.35,7.35
226,13,9,24,18,7,9,15,70,80,0.45,0.29,0.26,80,0.26,0.637,33191,9,-2,1,0,0,7,1,1,5,1,1,7,1,47.85,32.15,32.15
423,16,16,19,20,7,9,15,70,80,0.45,0.29,0.26,80,0.26,0.842,7288,41,4,9,1,0,7,1,1,7,1,1,1,1,47.85,32.15,32.15
307,17,18,24,17,15,49,50,75,90,0.3,0.52,0.18,50,0.3,0.492,26541,13,2,1,0,0,6,5,3,4,2,1,8,6,70.2,-20.2,20.2
277,16,17,22,19,9,41,0,40,95,0.27,0.4,0.33,40,0.4,0.255,37572,39,4,7,0,1,4,1,1,3,1,1,6,1,47.35,-7.35,7.35
272,17,17,18,11,5,14,30,50,95,0.33,0.29,0.38,50,0.29,0.388,45312,38,4,6,0,0,7,2,2,6,2,4,6,2,60.5,-10.5,10.5
324,18,18,18,13,7,41,0,40,95,0.27,0.4,0.33,40,0.4,0.915,23502,37,4,5,0,0,7,2,1,7,2,2,6,5,47.35,-7.35,7.35
48,13,16,21,22,10,47,55,70,85,0.28,0.51,0.21,70,0.51,0.84,38545,36,4,4,0,0,7,2,1,7,3,1,7,3,68.95,1.05,1.05
449,19,20,24,11,13,12,20,45,70,0.4,0.34,0.26,70,0.26,0.105,26407,37,4,5,0,1,3,4,4,6,4,1,1,6,41.5,28.5,28.5
321,15,8,13,19,9,32,45,60,90,0.52,0.29,0.19,60,0.29,0.059,20358,39,4,7,0,0,8,1,1,1,2,2,8,1,57.9,2.1,2.1
173,15,14,20,12,8,47,55,70,85,0.28,0.51,0.21,70,0.51,0.592,36155,38,4,6,0,1,1,2,6,6,7,1,1,7,68.95,1.05,1.05
260,19,19,22,13,10,47,55,70,85,0.28,0.51,0.21,70,0.51,0.413,26790,38,4,6,1,0,8,1,1,6,1,1,7,2,68.95,1.05,1.05
396,13,10,15,20,10,12,20,45,70,0.4,0.34,0.26,70,0.26,0.603,23447,36,4,4,0,0,7,2,2,5,1,1,4,1,41.5,28.5,28.5
195,20,19,28,22,2,12,20,45,70,0.4,0.34,0.26,70,0.26,0.352,16444,36,4,4,1,0,9,1,1,9,1,1,9,1,41.5,28.5,28.5
52,18,19,20,9,5,9,15,70,80,0.45,0.29,0.26,80,0.26,0.154,22951,40,4,8,0,0,7,1,1,5,1,1,3,1,47.85,32.15,32.15
85,13,10,19,18,9,16,25,60,100,0.45,0.37,0.18,25,0.45,0.96,27775,17,-1,2,0,0,2,4,4,6,4,3,6,6,51.45,-26.45,26.45
460,12,14,20,14,1,32,45,60,90,0.52,0.29,0.19,60,0.29,0.582,46892,17,-1,2,1,0,7,1,1,6,1,4,1,1,57.9,2.1,2.1
21,20,16,25,22,2,32,45,60,90,0.52,0.29,0.19,60,0.29,0.274,35288,9,-2,1,0,1,9,1,1,2,1,8,1,1,57.9,2.1,2.1
153,17,18,13,15,15,24,20,60,90,0.33,0.2,0.47,90,0.47,0.269,37534,36,4,4,1,0,9,1,1,4,1,1,9,1,60.9,29.1,29.1
375,11,18,6,10,14,24,20,60,90,0.33,0.2,0.47,90,0.47,0.887,23601,19,1,2,1,0,3,5,3,2,1,1,2,8,60.9,29.1,29.1
439,15,15,22,16,6,41,0,40,95,0.27,0.4,0.33,40,0.4,0.153,36411,13,2,1,1,0,7,2,2,5,2,1,6,4,47.35,-7.35,7.35
167,11,12,18,16,11,49,50,75,90,0.3,0.52,0.18,50,0.3,0.226,15483,17,-1,2,1,0,4,3,1,3,1,1,5,5,70.2,-20.2,20.2
91,20,20,28,13,0,41,0,40,95,0.27,0.4,0.33,40,0.4,0.033,35571,40,4,8,0,0,7,3,1,5,1,1,7,4,47.35,-7.35,7.35
191,12,11,19,15,0,41,0,40,95,0.27,0.4,0.33,40,0.4,0.338,20992,17,-1,2,0,1,3,6,3,1,6,3,2,8,47.35,-7.35,7.35
390,19,19,20,17,11,16,25,60,100,0.45,0.37,0.18,25,0.45,0.44,49581,37,4,5,0,1,7,1,3,7,5,1,3,3,51.45,-26.45,26.45
312,17,17,14,7,6,49,50,75,90,0.3,0.52,0.18,50,0.3,0.439,33777,23,-2,3,0,0,5,4,2,2,1,1,5,6,70.2,-20.2,20.2
101,15,16,18,16,6,32,45,60,90,0.52,0.29,0.19,60,0.29,0.519,19369,40,4,8,0,0,6,1,1,5,1,1,2,4,57.9,2.1,2.1
164,16,17,24,15,4,16,25,60,100,0.45,0.37,0.18,25,0.45,0.825,52673,40,4,8,1,0,3,7,2,8,3,1,3,9,51.45,-26.45,26.45
363,20,20,23,7,3,9,15,70,80,0.45,0.29,0.26,80,0.26,0.31,21996,41,4,9,0,1,5,1,1,5,1,1,5,1,47.85,32.15,32.15
186,12,13,19,17,15,47,55,70,85,0.28,0.51,0.21,70,0.51,0.252,21166,41,4,9,0,0,6,3,3,4,1,1,7,4,68.95,1.05,1.05
132,15,15,22,10,6,24,20,60,90,0.33,0.2,0.47,90,0.47,0.476,23275,17,-1,2,0,1,5,7,5,5,6,2,2,8,60.9,29.1,29.1
136,13,14,22,15,10,14,30,50,95,0.33,0.29,0.38,50,0.29,0.961,22949,36,4,4,0,0,9,2,1,1,1,1,9,1,60.5,-10.5,10.5
289,18,17,11,21,13,24,20,60,90,0.33,0.2,0.47,90,0.47,0.053,35135,9,-2,1,0,0,7,1,1,1,1,1,9,1,60.9,29.1,29.1
